Index,Position,Salary Estimate,Rating,Company,Location,Industry
282,"Senior Data Scientist, Product Analytics",$133K-$171K (Glassdoor est.),4.4,"Slice
4.4","New York, NY",Computer Hardware & Software
284,RWD Healthcare Data Scientist,$133K-$171K (Glassdoor est.),2.6,"WCG
2.6","Florham Park, NJ",Advertising & Marketing
285,Senior Data Scientist,$133K-$171K (Glassdoor est.),3.6,"Humana
3.6","Jersey City, NJ",Insurance Carriers
286,Machine Learning Engineer,$133K-$171K (Glassdoor est.),4.6,"The Trevor Project
4.6","New York, NY",Social Assistance
295,Engineering Team Lead - Data Science,$133K-$171K (Glassdoor est.),4.1,"Datadog
4.1","New York, NY",Computer Hardware & Software
299,Data Engineer,$133K-$171K (Glassdoor est.),-1.0,Pinto,"New York, NY",-1
301,Senior Data Scientist,$133K-$171K (Glassdoor est.),3.3,"Huxley
3.3","New York, NY",Staffing & Outsourcing
304,Research Scientist - Machine Learning,$110K-$139K (Glassdoor est.),3.5,"Samsung Research America
3.5","New York, NY",Computer Hardware & Software
305,Computer Vision Image Analytics Data Scientist,$110K-$139K (Glassdoor est.),-1.0,Wise Skulls,"New York, NY",-1
306,Data Engineer - Talent Pool,$110K-$139K (Glassdoor est.),4.1,"Colgate-Palmolive
4.1","New York, NY",Consumer Products Manufacturing
308,Principal Data Scientist,$110K-$139K (Glassdoor est.),3.2,"First Health Group
3.2","New York, NY",Insurance Carriers
311,Data Analyst,$110K-$139K (Glassdoor est.),4.0,"Hearst Communications
4.0","New York, NY",Advertising & Marketing
312,"Director of Engineering, Data",$110K-$139K (Glassdoor est.),4.0,"Better.com
4.0","New York, NY",Internet
313,Data Analyst Intern,$110K-$139K (Glassdoor est.),3.6,"My Job Tank
3.6","Jersey City, NJ",IT Services
314,Senior Data Scientist - Ads Analytics / Machine Learning,$110K-$139K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",Internet
316,Data Engineer,$110K-$139K (Glassdoor est.),3.9,"Point72
3.9","New York, NY",Investment Banking & Asset Management
317,People Analytics Data Engineer,$110K-$139K (Glassdoor est.),4.4,"D. E. Shaw & Co.
4.4","New York, NY",Investment Banking & Asset Management
320,Machine Learning Engineer,$110K-$139K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",Internet
321,Senior Data Scientist,$110K-$139K (Glassdoor est.),-1.0,"SpikeIT Global Solutions, Inc.","Newark, NJ",-1
324,Sr. Data Scientist,$110K-$139K (Glassdoor est.),3.7,"Take-Two Interactive Software, Inc.
3.7","New York, NY",Video Games
325,Data Scientist - CloudOps,$110K-$139K (Glassdoor est.),4.1,"Datadog
4.1","New York, NY",Computer Hardware & Software
326,Data Scientist (Fintech),$110K-$139K (Glassdoor est.),-1.0,ingenium.agency,"New York, NY",-1
328,Business/Data Analyst (FP&A),$110K-$139K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",Investment Banking & Asset Management
330,Senior Data Scientist,$110K-$139K (Glassdoor est.),3.7,"Komodo Health
3.7","New York, NY",Enterprise Software & Network Solutions
331,Remote work - Data Scientist with background in Epidemiology,$110K-$139K (Glassdoor est.),2.5,"nFolks Ltd
2.5","New York, NY",Advertising & Marketing
332,Data Analyst,$110K-$139K (Glassdoor est.),4.9,"Teachers Pay Teachers
4.9","New York, NY",Internet
333,Sr. Data Scientist,$82K-$141K (Glassdoor est.),3.6,"TMP WORLDWIDE
3.6","New York, NY",Advertising & Marketing
334,"Senior Data Scientist, Programmatic",$82K-$141K (Glassdoor est.),3.6,"DoubleVerify
3.6","New York, NY",Internet
337,Senior Data Scientist,$82K-$141K (Glassdoor est.),3.3,"ERGO Group
3.3","New York, NY",Enterprise Software & Network Solutions
338,Quantitative Research Analyst,$82K-$141K (Glassdoor est.),3.6,"DBRS Morningstar
3.6","New York, NY",Financial Analytics & Research
340,Senior Data Scientist - Central Product Insights,$82K-$141K (Glassdoor est.),3.8,"Spotify
3.8","New York, NY",Internet
341,Data Analyst,$82K-$141K (Glassdoor est.),4.8,"Medly Pharmacy
4.8","Brooklyn, NY",Health Care Services & Hospitals
342,Assistant Research Scientist,$82K-$141K (Glassdoor est.),4.1,"NYU Langone Health
4.1","New York, NY",Health Care Services & Hospitals
343,Data Analyst,$82K-$141K (Glassdoor est.),4.4,"Tachyon Technologies
4.4","New York, NY",IT Services
345,Data Analyst - Intex Developer,$82K-$141K (Glassdoor est.),3.3,"Macquarie Group
3.3","New York, NY",Investment Banking & Asset Management
346,Machine Learning Engineer,$82K-$141K (Glassdoor est.),3.7,"Bank of America
3.7","New York, NY",Banks & Credit Unions
347,Information Systems Officer (Data Analyst),$82K-$141K (Glassdoor est.),4.1,"United Nations
4.1","New York, NY",Federal Agencies
348,Research Scientist - Neural Interfaces,$82K-$141K (Glassdoor est.),4.5,"Facebook
4.5","New York, NY",Internet
349,"Strategic Data Scientist, Data & Technology",$82K-$141K (Glassdoor est.),-1.0,ConcertAI,"New York, NY",-1
351,Sr Data Scientist,$82K-$141K (Glassdoor est.),3.6,"Hadiamondstar Software Solutions LLC
3.6","Jersey City, NJ",IT Services
352,Sr. Principal Metrics Analyst- Data Scientist,$82K-$141K (Glassdoor est.),3.2,"The Bank of New York Mellon
3.2","New York, NY",Investment Banking & Asset Management
353,Senior Data Scientist,$82K-$141K (Glassdoor est.),3.8,"Northwestern Mutual
3.8","New York, NY",Brokerage Services
354,Machine Learning Engineer,$82K-$141K (Glassdoor est.),4.1,"Mitchell Martin
4.1","New York, NY",Staffing & Outsourcing
355,Staff Data Infrastructure Engineer,$82K-$141K (Glassdoor est.),4.8,"Ro
4.8","New York, NY",Health Care Services & Hospitals
356,Data Engineer,$82K-$141K (Glassdoor est.),3.9,"FanDuel
3.9","New York, NY",Sports & Recreation
357,Data Engineer,$82K-$141K (Glassdoor est.),3.6,"Nasdaq
3.6","New York, NY",Stock Exchanges
359,Data Analyst,$82K-$141K (Glassdoor est.),-1.0,Gainful Health,"New York, NY",Food & Beverage Stores
361,People Research Scientist,$82K-$141K (Glassdoor est.),4.4,"Two Sigma
4.4","New York, NY",Investment Banking & Asset Management
364,Data Analyst,$82K-$141K (Glassdoor est.),4.8,"SoftStandard Solutions
4.8","New York, NY",-1
365,Senior Data Scientist - Algorithms,$96K-$119K (Glassdoor est.),3.9,"Quartet Health
3.9","New York, NY",Enterprise Software & Network Solutions
366,Senior Big Data Engineer & Data Scientist (Apps Systems Engineer 6),$96K-$119K (Glassdoor est.),3.6,"Wells Fargo
3.6","Summit, NJ",Banks & Credit Unions
368,Data Analyst,$96K-$119K (Glassdoor est.),5.0,"Mulberry Technology
5.0","New York, NY",-1
370,Data Analyst,$96K-$119K (Glassdoor est.),-1.0,Newspaper Administration,"New York, NY",-1
371,Permanent Job: People Analytics Data Scientist,$96K-$119K (Glassdoor est.),1.0,"Bey
1.0","New York, NY",-1
372,Data Analyst,$96K-$119K (Glassdoor est.),-1.0,Hyde Leadership Brooklyn,"Brooklyn, NY",-1
373,Senior Data Scientist,$96K-$119K (Glassdoor est.),3.8,"NPD
3.8","New York, NY",Research & Development
374,"Data Analyst, Public Health Laboratory",$96K-$119K (Glassdoor est.),3.4,"City of New York
3.4","New York, NY",Municipal Governments
375,"Data Analyst, Center on Immigration and Justice (CIJ)",$96K-$119K (Glassdoor est.),3.2,"Vera Institute of Justice
3.2","New York, NY",Social Assistance
376,Senior Data Scientist,$96K-$119K (Glassdoor est.),4.0,"ASB Resources
4.0","Newark, NJ",IT Services
377,Senior Data Scientist,$96K-$119K (Glassdoor est.),3.9,"Amazon
3.9","New York, NY",Internet
380,Data Engineer,$96K-$119K (Glassdoor est.),4.9,"Freestar
4.9","New York, NY",Advertising & Marketing
382,"Manager Data Scientist, Analytics & Insights",$96K-$119K (Glassdoor est.),3.4,"Tapestry
3.4","New York, NY",Other Retail Stores
383,"Data Scientist with SQL, Python, R, Tableau",$96K-$119K (Glassdoor est.),4.8,"TechProjects
4.8","New York, NY",IT Services
384,Data Engineer,$96K-$119K (Glassdoor est.),4.4,"PulsePoint
4.4","New York, NY",Internet
385,Machine Learning Scientist,$96K-$119K (Glassdoor est.),4.7,"Job Juncture
4.7","Maywood, NJ",Staffing & Outsourcing
386,Data Scientist Machine Learning Engineer,$96K-$119K (Glassdoor est.),-1.0,Group HN - HN Services USA,"New York, NY",-1
387,Senior Data Scientist,$96K-$119K (Glassdoor est.),2.8,"Match Group
2.8","New York, NY",Advertising & Marketing
388,Data Analyst,$96K-$119K (Glassdoor est.),-1.0,NYU Langone Medical Center,"New York, NY",-1
389,Quantum Principal Data Scientist (Industrial-Discrete sector),$96K-$119K (Glassdoor est.),3.7,"IBM
3.7","New York, NY",IT Services
390,Quantum Principal Data Scientist (Industrial-Process sector),$96K-$119K (Glassdoor est.),3.7,"IBM
3.7","New York, NY",IT Services
391,Data Analyst,$96K-$119K (Glassdoor est.),5.0,"EDO, Inc.
5.0","New York, NY",Internet
392,Senior Data Scientist,$96K-$119K (Glassdoor est.),3.7,"Sunrise Systems Inc
3.7","Newark, NJ",IT Services
393,"Senior Data Scientist, Trello (Remote)",$96K-$119K (Glassdoor est.),4.4,"Atlassian
4.4","New York, NY",Computer Hardware & Software
394,"Lead Data Scientist, R&D Team",$96K-$119K (Glassdoor est.),3.4,"Guy Carpenter
3.4","New York, NY",Insurance Agencies & Brokerages
395,Lead Data Scientist - Cyber Security,$96K-$119K (Glassdoor est.),3.7,"MassMutual
3.7","New York, NY",Insurance Carriers
396,Data Analyst,$96K-$119K (Glassdoor est.),-1.0,Monkey Algorithms LLC,"New York, NY",-1
397,Principal Data Scientist - R&D Oncology,$146K-$175K (Glassdoor est.),4.0,"AstraZeneca
4.0","New York, NY",Biotech & Pharmaceuticals
398,Data Analyst,$146K-$175K (Glassdoor est.),2.9,"Nesco Resource, LLC
2.9","New York, NY",Staffing & Outsourcing
399,Data Scientist - Social Impact (FT),$146K-$175K (Glassdoor est.),2.1,"Barnabas Health
2.1","West Orange, NJ",-1
400,Senior Data Scientist,$102K-$164K (Glassdoor est.),4.5,"Strivr
4.5","Los Angeles, CA",Computer Hardware & Software
401,Data Scientist,$102K-$164K (Glassdoor est.),3.9,"BlackLine
3.9","Woodland Hills, CA",Computer Hardware & Software
402,Junior Data Scientist,$102K-$164K (Glassdoor est.),3.8,"NBC Universal
3.8","Universal City, CA",TV Broadcast & Cable Networks
403,Data Scientist,$102K-$164K (Glassdoor est.),3.9,"Acorns
3.9","Anaheim, CA",Brokerage Services
404,Public Policy Data Analyst,$102K-$164K (Glassdoor est.),4.0,"Netflix, Inc.
4.0","Los Angeles, CA",Internet
405,Data Engineer,$102K-$164K (Glassdoor est.),3.7,"Albert (CA)
3.7","Los Angeles, CA",Financial Analytics & Research
406,Senior Data Scientist,$102K-$164K (Glassdoor est.),3.9,"Jam City
3.9","Culver City, CA",Video Games
407,Data Analyst Healthcare - Experienced or Entry Level,$102K-$164K (Glassdoor est.),3.1,"Delmarva Foundation
3.1","Cerritos, CA",Consulting
408,Data Scientist,$102K-$164K (Glassdoor est.),3.8,"Hulu
3.8","Santa Monica, CA",TV Broadcast & Cable Networks
409,Data Scientist,$102K-$164K (Glassdoor est.),4.6,"Mythical Games
4.6","Los Angeles, CA",Video Games
410,Data Scientist - Product,$102K-$164K (Glassdoor est.),4.4,"Honey
4.4","Los Angeles, CA",Internet
411,Data Scientist - Product,$102K-$164K (Glassdoor est.),2.3,"Honey
2.3","Los Angeles, CA","Department, Clothing, & Shoe Stores"
412,Data Scientist,$102K-$164K (Glassdoor est.),2.9,"Starz
2.9","Santa Monica, CA",TV Broadcast & Cable Networks
413,Data Scientist 2,$102K-$164K (Glassdoor est.),3.6,"Humana
3.6","Torrance, CA",Insurance Carriers
414,Data Scientist,$102K-$164K (Glassdoor est.),3.9,"The Aerospace Corporation
3.9","El Segundo, CA",Aerospace & Defense
415,Data Scientist,$102K-$164K (Glassdoor est.),3.7,"mPulse Mobile
3.7","Los Angeles, CA",Health Care Services & Hospitals
416,Data Analyst - LA,$102K-$164K (Glassdoor est.),4.7,"BlueLabs
4.7","Los Angeles, CA",Research & Development
417,Data Scientist,$102K-$164K (Glassdoor est.),4.2,"Beyond Limits
4.2","Glendale, CA",Research & Development
418,Data Scientist/Lead Data Scientist - LA,$102K-$164K (Glassdoor est.),4.7,"BlueLabs
4.7","Los Angeles, CA",Research & Development
419,Data Scientist,$102K-$164K (Glassdoor est.),3.9,"Amazon
3.9","Santa Monica, CA",Internet
420,"AVP, Quantitative Analyst, Portfolio Analytics, Risk and Reporting",$102K-$164K (Glassdoor est.),3.4,"Oaktree Capital Management
3.4","Los Angeles, CA",Investment Banking & Asset Management
421,Lead Data Analyst,$102K-$164K (Glassdoor est.),3.4,"Headspace
3.4","Santa Monica, CA",Internet
422,Data Scientist,$102K-$164K (Glassdoor est.),4.2,"Aviana Global Technologies
4.2","Brea, CA",IT Services
423,Data Scientist,$102K-$164K (Glassdoor est.),3.2,"Ipsos
3.2","Culver City, CA",Consulting
424,"Data Scientist, Product Analytics AR/VR",$102K-$164K (Glassdoor est.),4.5,"Facebook
4.5","Los Angeles, CA",Internet
425,Senior Data Scientist,$102K-$164K (Glassdoor est.),3.8,"TikTok
3.8","Los Angeles, CA",Internet
426,Data Scientist,$102K-$164K (Glassdoor est.),-1.0,GradTests (gradtests.com),"Los Angeles, CA",-1
427,Data Analyst (Apex Legends),$102K-$164K (Glassdoor est.),3.9,"Electronic Arts
3.9","Los Angeles, CA",Video Games
428,Senior Data Scientist,$102K-$164K (Glassdoor est.),3.6,"Steady
3.6","Los Angeles, CA",Internet
429,Statistician (Data Scientist) *12 month Roster* *Direct Hire*,$102K-$164K (Glassdoor est.),3.5,"Internal Revenue Service
3.5","Los Angeles, CA",Federal Agencies
430,Senior Data Scientist,$113K-$180K (Glassdoor est.),3.7,"Zest AI
3.7","Burbank, CA",Financial Analytics & Research
432,Data Scientist,$113K-$180K (Glassdoor est.),3.2,"ConsumerTrack
3.2","El Segundo, CA",Internet
433,Data Scientist,$113K-$180K (Glassdoor est.),-1.0,Evolvinc,"Burbank, CA",IT Services
434,Data Scientist,$113K-$180K (Glassdoor est.),2.4,"Aspiration
2.4","Los Angeles, CA",Brokerage Services
435,Data Scientist,$113K-$180K (Glassdoor est.),5.0,"SkillSoniq
5.0","Los Angeles, CA",-1
436,"Wealth Management, MIS Data Scientist, Associate",$113K-$180K (Glassdoor est.),3.9,"J.P. Morgan
3.9","Westmont, CA",Investment Banking & Asset Management
437,Federal - Data Scientist,$113K-$180K (Glassdoor est.),4.2,"Solekai Systems Corp
4.2","Los Angeles, CA",Computer Hardware & Software
438,Data Engineer,$113K-$180K (Glassdoor est.),4.7,"SADA
4.7","Los Angeles, CA",IT Services
439,Data Analytics Insights Analyst,$113K-$180K (Glassdoor est.),3.7,"Neustar
3.7","Los Angeles, CA",Internet
440,Senior Data Scientist,$113K-$180K (Glassdoor est.),4.0,"Walt Disney Company
4.0","Los Angeles, CA",Motion Picture Production & Distribution
441,Data Scientist - Nationwide Opportunities,$113K-$180K (Glassdoor est.),3.9,"Amazon
3.9","Santa Monica, CA",Internet
442,"Data Scientist, Strategic Research and Analytics",$113K-$180K (Glassdoor est.),2.8,"Center for Sustainable
2.8","Los Angeles, CA",Energy
443,Educational Data Scientist,$113K-$180K (Glassdoor est.),-1.0,Expatiate Communications,"Pasadena, CA",-1
444,Data Scientist,$113K-$180K (Glassdoor est.),3.7,"Turner Broadcasting
3.7","Burbank, CA",TV Broadcast & Cable Networks
445,Data Scientist,$113K-$180K (Glassdoor est.),3.3,"City of Hope
3.3","Irwindale, CA",Health Care Services & Hospitals
446,Data Analyst I,$113K-$180K (Glassdoor est.),3.1,"L.A. Care Health Plan
3.1","Los Angeles, CA",Health Care Services & Hospitals
447,Senior Data Scientist,$113K-$180K (Glassdoor est.),2.5,"Foursquare
2.5","Los Angeles, CA",Internet
448,Data Scientist,$113K-$180K (Glassdoor est.),3.3,"Anchor Loans LP
3.3","Calabasas, CA",Real Estate
449,Data Scientist,$113K-$180K (Glassdoor est.),3.0,"Gurucul
3.0","El Segundo, CA",Computer Hardware & Software
450,Data Scientist,$113K-$180K (Glassdoor est.),-1.0,BlackLine Systems,"Woodland Hills, CA",-1
451,Staff Data Scientist - Consumer,$113K-$180K (Glassdoor est.),3.5,"Opendoor
3.5","Los Angeles, CA",Real Estate
452,Machine Learning Engineer Intern,$113K-$180K (Glassdoor est.),3.0,"Magic Brush
3.0","Los Angeles, CA",Construction
453,Data Analyst,$113K-$180K (Glassdoor est.),-1.0,People Tree,"Hermosa Beach, CA",Staffing & Outsourcing
454,Business Intelligence Analyst,$113K-$180K (Glassdoor est.),4.0,"NEXT Trucking
4.0","El Segundo, CA",Logistics & Supply Chain
455,Data Analyst,$113K-$180K (Glassdoor est.),5.0,"Wellth Inc.
5.0","Los Angeles, CA",Enterprise Software & Network Solutions
456,Robotics Scientist,$113K-$180K (Glassdoor est.),3.5,"iRobot
3.5","Pasadena, CA",Consumer Electronics & Appliances Stores
457,Quantitative Analyst,$113K-$180K (Glassdoor est.),3.9,"Capital Group
3.9","Los Angeles, CA",Investment Banking & Asset Management
458,Scientist I,$113K-$180K (Glassdoor est.),4.9,"BioPhase Solutions
4.9","Los Angeles, CA",Biotech & Pharmaceuticals
459,Senior Data Scientist,$113K-$180K (Glassdoor est.),3.6,"true[x]
3.6","Los Angeles, CA",Advertising & Marketing
460,"Machine Learning Engineer, 2+ Years Experience",$113K-$180K (Glassdoor est.),3.6,"Snap
3.6","Los Angeles, CA",Computer Hardware & Software
462,"Chief Data/BI Scientist - SQL, Python/R, Spark/Hadoop",$113K-$180K (Glassdoor est.),4.2,"CyberCoders
4.2","Santa Monica, CA",Staffing & Outsourcing
463,Data Scientist,$113K-$180K (Glassdoor est.),3.3,"Allscripts
3.3","Whittier, CA",Computer Hardware & Software
464,Quantum Data Scientist (Industrial-Process sector),$113K-$180K (Glassdoor est.),3.7,"IBM
3.7","Los Angeles, CA",IT Services
465,Research Scientist,$113K-$180K (Glassdoor est.),3.6,"SDL
3.6","Los Angeles, CA",Enterprise Software & Network Solutions
466,Data Engineer / Data Scientist - Contributor,$113K-$180K (Glassdoor est.),4.5,"Hyperloop Transportation Technologies
4.5","Los Angeles, CA",Transportation Management
467,Data Analyst,$113K-$180K (Glassdoor est.),4.7,"PeerStreet
4.7","El Segundo, CA",Real Estate
468,Data Scientist II,$113K-$180K (Glassdoor est.),3.1,"L.A. Care Health Plan
3.1","Los Angeles, CA",Health Care Services & Hospitals
469,Machine Learning Engineer,$113K-$180K (Glassdoor est.),4.6,"The Trevor Project
4.6","Los Angeles, CA",Social Assistance
470,BI/Data Analyst,$113K-$180K (Glassdoor est.),2.1,"Loot Crate
2.1","Los Angeles, CA",Other Retail Stores
471,"Content Data Scientist, Apple Media Products Data Science",$113K-$180K (Glassdoor est.),4.1,"Apple
4.1","Culver City, CA",Computer Hardware & Software
472,Data Analyst,$113K-$180K (Glassdoor est.),5.0,"Dot818
5.0","Glendale, CA",Advertising & Marketing
473,"Video Business Data Scientist, Apple Media Products Data Science",$113K-$180K (Glassdoor est.),4.1,"Apple
4.1","Culver City, CA",Computer Hardware & Software
474,Data Analyst,$113K-$180K (Glassdoor est.),4.6,"The Trevor Project
4.6","Los Angeles, CA",Social Assistance
475,Market Data Analyst,$113K-$180K (Glassdoor est.),3.9,"Capital Group
3.9","Los Angeles, CA",Investment Banking & Asset Management
476,Data Engineer,$113K-$180K (Glassdoor est.),4.5,"CrowdRise
4.5","Los Angeles, CA",Internet
477,Senior Data Analyst,$113K-$180K (Glassdoor est.),3.6,"Steady
3.6","Los Angeles, CA",Internet
478,Data Scientist III,$113K-$180K (Glassdoor est.),3.9,"Amazon
3.9","Culver City, CA",Internet
